episode,reqard,reward,training_step
0,-0.1567416314952348,0
0,-2.806299037787836,1
0,-5.762088651939914,2
0,-5.484623232642228,3
0,-9.589649990252235,4
0,-9.543282663320257,5
0,-9.855644633340205,6
0,-7.316475373921041,7
0,-1.1110703907162511,8
0,-6.940955125413033,9
0,-7.832694260222649,10
0,-2.4794421170191363,11
0,-3.1222987771082598,12
0,-0.7213132947574941,13
0,-3.734102666624527,14
0,-2.187482208070047,15
0,-1.6256895821993258,16
0,-7.818290409063296,17
0,-0.17829099834612244,18
0,-0.3769821298714045,19
0,-6.186483852017395,20
0,-0.4759940949991032,21
0,-2.064768005089006,22
0,-1.0686588799749115,23
0,-4.9932887031975035,24
0,-1.4261472366996328,25
0,-8.218450456225293,26
0,-8.062658062643761,27
0,-6.198369216005551,28
0,-0.3510649612019933,29
0,-0.6019514484908244,30
0,-6.818558455673205,31
0,-2.205835136634868,32
0,-2.2074909718578137,33
0,-1.1938251893928458,34
0,-0.9096483213470338,35
0,-1.4919923859776225,36
0,-8.216359146612056,37
0,-0.6100346562064324,38
0,-7.957466006042911,39
0,-0.5005024243808428,40
0,-0.8648598848376291,41
0,-4.295465553449702,42
0,-3.937213164592301,43
0,-5.977699080618804,44
0,-4.232312524606021,45
0,-9.324380226339976,46
0,-1.0211022700960684,47
0,-4.577230574018604,48
0,-0.013196261498539353,49
0,-0.5077130924639088,50
0,-3.430455176485424,51
0,-4.687464977042093,52
0,-5.691699116214026,53
0,-0.45963314027199836,54
0,-0.11219195058862858,55
0,-2.273011631913126,56
0,-9.61154038416014,57
0,-0.43125535425630573,58
0,-0.5321742187444999,59
0,-0.13607691092770338,60
0,-0.0036945754711856286,61
0,-1.1306980833560203,62
0,-2.6371409247552706,63
0,-1.7406030835480344,64
0,-0.6074129741509586,65
0,-2.18359050854903,66
0,-8.849364689625153,67
0,-0.8928977184279626,68
0,-1.6284431710446121,69
0,-8.688916427636478,70
0,-4.88647576217552,71
0,-5.941272872633895,72
0,-1.4946852361827303,73
0,-0.37159521323820127,74
0,-1.4173296293541329,75
0,-3.8624152134093466,76
0,-1.6183137814803787,77
0,-1.2103987323421188,78
0,-5.526395519420775,79
0,-0.1453902436756148,80
0,-0.027506101063083148,81
0,-3.7694950164227183,82
0,-7.812274896149071,83
0,-0.11647131522721663,84
0,-4.246268480085193,85
0,-1.5484277103177233,86
0,-3.6224910409297073,87
0,-0.2877480695506433,88
0,-3.5927538427461636,89
0,-5.4537068321668905,90
0,-8.082767775284786,91
0,-8.089686897265844,92
0,-5.642347542722482,93
0,-9.228934497238853,94
0,-0.38894676319866134,95
0,-6.150189193813322,96
0,-0.16373412143546562,97
0,-9.05503480292557,98
0,-0.11785357735600252,99